author_id,author_name
A00946,M. Sandanger
A00947,F. Søraas
A00948,K.-H. Fornacon
A00949,H. Matsui
A00950,Arnaud Masson
A00951,X. Vallières
A00952,G. Murakami
A00953,I. Yoshikawa
A00954,Peter J. Chi
A00955,M. Yamauchi
A00956,Elizabeth Kendall
A00957,Robert Marshall
A00958,Richard Todd Parris
A00959,Asti Bhatt
A00960,Anthea Coster
A00961,Todd Pedersen
A00962,Paul Bernhardt
A00963,Craig Selcher
A00964,A. T. Karpachev
A00965,N. Beloff
A00966,T. D. Carozzi
A00967,P. F. Denisenko
A00968,Takuya Tsugawa
A00969,P.J. Erickson
A00970,L.P. Goncharenko
A00971,M.J. Nicolls
A00972,M.C. Kelley
A00973,D. D. Rogov
A00974,K. Andréeová
A00975,Minna Palmroth
A00976,Noora Partamies
A00977,A. V. Dmitriev
A00978,L.‐C. Tsai
A00979,Mark A. Clilverd
A00980,Craig J. Rodger
A00981,Tracy Moffat-Griffin
A00982,Paul Breen
A00983,Russell S. Grew
A00984,V. B. Belakhovsky
A00985,Michael J. Kosch
A00986,C. Anderson
A00987,H.-C. I. Yiu
A00988,Adam C. Kellerman
A00989,A. Aruliah
A00990,Mark Conde
A00991,E. Griffin
A00992,T. Davies
A00993,I. McWhirter
A00994,V. Belakhovsky
A00995,S. Samsonov
A00996,Jin-Bin Cao
A00997,Chunxiao Yan
A00998,Malcolm Dunlop
A00999,Henri Reme
A01000,Tielong Zhang
A01001,Dongmei Yang
A01002,Alexey Moiseyev
A01003,Stepan I. Solovyev
A01004,Z. Q. Wang
A01005,A. Leonoviche
A01006,N. Zolotukhina
A01007,Vladimir Mishin
A01008,Paul Prikryl
A01009,J.-P. St. Maurice
A01010,Thomas A. Kane
A01011,Syun‐Ichi Akasofu
A01012,Yiqun Yu
A01013,Aaron J. Ridley
A01014,Dan T. Welling
A01015,Gabor Tóth
A01016,R. H. W. Friedel
A01017,R.E. Hibbins
A01018,O.J. Marsh
A01019,A.J. McDonald
A01020,M.J. Jarvis
A01021,D. Yu. Klimushkin
A01022,P. N. Mager
A01023,Masakazu Watanabe
A01024,Xi Yan
A01025,Jean-Pierre St.-Maurice
A01026,Alexandre V. Koustov
A01027,A. V. Streltsov
A01028,T. R. Pedersen
A01029,Evgeny V. Mishin
A01030,A. L. Snyder
A01031,H. Hayashi
A01032,Marianna G. Shepherd
A01033,Young-Min Cho
A01034,Gordon G. Shepherd
A01035,William Ward
A01036,Konstantin Kabin
A01037,Frances R. Fenrich
A01038,Alex Klimas
A01039,Vadim Uritsky
A01040,M. Syrjäsuo
A01041,D. Charrois
A01042,Z. Kryzanowsky
A01043,V. L. Barth
A01044,Jøran Moen
A01045,G. Lu
A01046,M. G. Mlynczak
A01047,L. A. Hunt
A01048,T. N. Woods
A01049,R. G. Roble
A01050,John C. Samson
A01051,Scott Rostrup
A01052,Hans De Sterck
A01053,Kumiko K. Hashimoto
A01054,S. Watari
A01055,Scot R. Elkington
A01056,A. Tawara
A01057,Jürgen Matzka
A01058,T. Motoba
A01059,Ichiro Yoshikawa
A01060,Xiaoyan Xing
A01061,Y. Andalsvik
A01062,Chao-Ling Tang
A01063,Z. Y. Li
A01064,Yukitoshi Nishimura
A01065,Shasha Zou
A01066,Michael Nicolls
A01067,Craig Heinselman
A01068,ChengRui Wang
A01069,QiuGang Zong
A01070,YongFu Wang
A01071,H. Gordon James
A01072,A. L. Aruliah
A01073,E. M. Griffin
A01074,A. Charalambous
A01075,Kanako Seki
A01076,Kunihiro Keika
A01077,Robert J. Strangeway
