paper_id,instrument_id,instrument_status
P00691,I00004,uses
P00692,I00008,uses
P00693,I00008,uses
P00694,I00008,uses
P00695,I00008,uses
P00696,I00008,uses
P00697,I00008,uses
P00697,I00003,uses
P00697,I00004,uses
P00698,I00008,uses
P00698,I00011,uses
P00699,I00008,uses
P00700,I00008,uses
P00701,I00008,uses
P00701,I00021,uses
P00701,I00003,uses
P00701,I00004,uses
P00702,I00008,uses
P00703,I00008,uses
P00704,I00008,uses
P00704,I00004,uses
P00705,I00008,uses
P00705,I00021,uses
P00706,I00008,uses
P00707,I00008,uses
P00707,I00021,uses
P00708,I00008,uses
P00709,I00008,uses
P00710,I00008,uses
P00711,I00008,uses
P00711,I00024,uses
P00711,I00021,uses
P00712,I00008,uses
P00713,I00013,uses
P00713,I00003,uses
P00713,I00008,uses
P00713,I00004,uses
P00714,I00008,uses
P00715,I00008,uses
P00716,I00008,uses
P00716,I00004,uses
P00717,I00008,uses
P00718,I00008,uses
P00719,I00008,uses
P00719,I00021,uses
P00720,I00008,uses
P00721,I00008,uses
P00722,I00008,uses
P00723,I00008,uses
P00724,I00008,uses
P00725,I00008,uses
P00726,I00008,uses
P00727,I00008,uses
P00728,I00025,uses
P00729,I00025,uses
P00730,I00025,uses
P00731,I00025,uses
P00732,I00025,uses
P00733,I00025,uses
P00734,I00025,uses
P00735,I00025,uses
P00736,I00025,uses
P00736,I00024,uses
P00736,I00021,uses
P00737,I00025,uses
P00738,I00025,uses
P00739,I00025,uses
P00739,I00021,uses
P00740,I00025,uses
P00741,I00025,uses
P00742,I00025,uses
P00743,I00025,uses
P00744,I00025,uses
P00744,I00021,uses
P00744,I00004,uses
P00745,I00025,uses
P00746,I00025,uses
P00747,I00025,uses
P00748,I00025,uses
P00749,I00025,uses
P00750,I00025,uses
P00750,I00021,uses
P00751,I00025,uses
P00752,I00025,uses
P00753,I00025,uses
P00754,I00025,uses
P00754,I00021,uses
P00754,I00024,uses
P00755,I00025,uses
P00755,I00021,uses
P00756,I00025,uses
P00757,I00025,uses
P00758,I00025,uses
P00759,I00025,uses
P00760,I00025,uses
P00761,I00025,uses
P00762,I00021,uses
P00763,I00021,uses
P00763,I00011,uses
P00764,I00021,uses
P00765,I00021,uses
P00766,I00021,uses
P00766,I00011,uses
P00767,I00021,uses
P00768,I00021,uses
P00769,I00021,uses
P00769,I00024,uses
P00770,I00021,uses
P00771,I00021,uses
P00771,I00004,uses
P00772,I00021,uses
P00773,I00021,uses
P00774,I00021,uses
P00775,I00021,uses
P00776,I00021,uses
P00777,I00021,uses
P00778,I00021,uses
P00779,I00021,uses
P00780,I00021,uses
P00781,I00021,uses
P00782,I00021,uses
P00783,I00021,uses
P00784,I00021,uses
P00785,I00021,uses
P00786,I00021,uses
P00787,I00021,uses
P00788,I00021,uses
P00789,I00021,uses
P00789,I00004,uses
P00790,I00021,uses
P00791,I00021,uses
P00792,I00021,uses
P00792,I00003,uses
P00792,I00004,uses
