paper_id,instrument_id,instrument_status
P00536,I00002,uses
P00536,I00001,uses
P00536,I00005,uses
P00537,I00002,uses
P00537,I00001,uses
P00538,I00002,uses
P00538,I00005,uses
P00539,I00002,uses
P00539,I00005,uses
P00540,I00002,uses
P00540,I00005,uses
P00541,I00002,uses
P00541,I00001,uses
P00542,I00002,uses
P00542,I00001,uses
P00543,I00002,uses
P00543,I00005,uses
P00544,I00002,uses
P00544,I00005,uses
P00545,I00002,uses
P00545,I00005,uses
P00546,I00002,uses
P00546,I00001,uses
P00547,I00002,uses
P00547,I00011,uses
P00548,I00002,uses
P00548,I00005,uses
P00549,I00002,uses
P00549,I00001,uses
P00550,I00002,uses
P00551,I00002,uses
P00551,I00005,uses
P00552,I00002,uses
P00552,I00005,uses
P00553,I00006,uses
P00553,I00002,uses
P00554,I00002,uses
P00554,I00001,uses
P00555,I00002,uses
P00555,I00001,uses
P00556,I00002,uses
P00556,I00001,uses
P00557,I00002,uses
P00557,I00003,uses
P00558,I00002,uses
P00558,I00003,uses
P00559,I00002,uses
P00559,I00005,uses
P00560,I00002,uses
P00560,I00005,uses
P00561,I00002,uses
P00562,I00002,uses
P00563,I00002,uses
P00564,I00002,uses
P00564,I00005,uses
P00565,I00002,uses
P00565,I00001,uses
P00566,I00002,uses
P00566,I00001,uses
P00567,I00002,uses
P00567,I00005,uses
P00568,I00002,uses
P00568,I00001,uses
P00569,I00002,uses
P00569,I00005,uses
P00570,I00002,uses
P00570,I00001,uses
P00571,I00002,uses
P00571,I00011,uses
P00572,I00002,uses
P00572,I00005,uses
P00573,I00002,uses
P00573,I00001,uses
P00574,I00002,uses
P00574,I00005,uses
P00575,I00002,uses
P00575,I00005,uses
P00576,I00002,uses
P00576,I00005,uses
P00577,I00002,uses
P00577,I00005,uses
P00578,I00002,uses
P00578,I00001,uses
P00579,I00002,uses
P00579,I00008,uses
P00580,I00002,uses
P00580,I00003,uses
P00581,I00002,uses
P00581,I00001,uses
P00581,I00003,uses
P00582,I00002,uses
P00582,I00003,uses
P00583,I00004,uses
P00584,I00002,uses
P00584,I00005,uses
P00585,I00002,uses
P00585,I00005,uses
P00586,I00007,uses
P00587,I00004,uses
P00588,I00002,uses
P00588,I00001,uses
P00589,I00002,uses
P00589,I00003,uses
P00590,I00002,uses
P00590,I00001,uses
P00591,I00002,uses
P00591,I00003,uses
P00592,I00002,uses
P00592,I00001,uses
P00593,I00002,uses
P00593,I00003,uses
P00594,I00002,uses
P00594,I00005,uses
P00595,I00002,uses
P00595,I00005,uses
P00596,I00002,uses
P00596,I00001,uses
P00597,I00002,uses
P00597,I00001,uses
P00597,I00005,uses
P00598,I00007,uses
P00598,I00002,uses
P00598,I00001,uses
P00599,I00002,uses
P00599,I00001,uses
P00600,I00002,uses
P00600,I00005,uses
P00601,I00007,uses
P00601,I00002,uses
P00601,I00001,uses
P00602,I00002,uses
P00602,I00001,uses
P00603,I00002,uses
P00603,I00005,uses
P00604,I00002,uses
P00604,I00005,uses
P00605,I00002,uses
P00605,I00005,uses
P00606,I00004,uses
P00606,I00002,uses
P00606,I00001,uses
P00607,I00002,uses
P00607,I00001,uses
P00608,I00002,uses
P00608,I00001,uses
P00609,I00002,uses
P00610,I00002,uses
P00610,I00001,uses
P00611,I00002,uses
P00611,I00001,uses
P00612,I00002,uses
P00612,I00005,uses
P00613,I00004,uses
P00614,I00002,uses
P00614,I00005,uses
P00615,I00002,uses
P00615,I00005,uses
P00616,I00002,uses
P00616,I00005,uses
